inventory_date,product_id,product_name,product_category,outlet_id,outlet_name,region_name,city,opening_stock,closing_stock,available_stock,stockout_flag,days_of_supply
2024-02-18,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,106,83,83,0,5.7
2024-02-18,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,112,77,77,0,7.5
2024-02-18,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,116,105,105,0,7.7
2024-02-19,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,150,113,113,0,11.4
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,122,88,88,0,6.0
2024-02-19,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,138,111,111,0,7.5
2024-02-19,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,98,75,75,0,7.8
2024-02-19,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,143,123,123,0,9.5
2024-02-19,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,138,118,118,0,11.9
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,136,106,106,0,8.9
2024-02-19,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,92,81,81,0,6.0
2024-02-19,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,126,108,108,0,10.8
2024-02-19,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,159,121,121,0,8.6
2024-02-19,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,132,104,104,0,10.0
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,137,110,110,0,12.9
2024-02-19,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,111,78,78,0,8.8
2024-02-19,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,120,90,90,0,7.1
2024-02-19,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,137,92,92,0,6.4
2024-02-19,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,161,143,143,0,10.9
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,122,105,105,0,13.1
2024-02-19,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,115,105,105,0,11.4
2024-02-19,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,135,109,109,0,7.5
2024-02-19,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,125,84,84,0,9.6
2024-02-19,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,115,83,83,0,9.7
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,107,91,91,0,6.8
2024-02-19,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,136,106,106,0,8.7
2024-02-19,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,127,96,96,0,9.4
2024-02-19,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,160,122,122,0,9.6
2024-02-19,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,142,110,110,0,8.9
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,122,95,95,0,7.5
2024-02-19,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,176,150,150,0,12.3
2024-02-19,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,157,131,131,0,16.0
2024-02-19,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,151,117,117,0,11.2
2024-02-19,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,136,119,119,0,11.4
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,133,105,105,0,8.5
2024-02-19,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,143,103,103,0,8.5
2024-02-19,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,125,88,88,0,8.8
2024-02-19,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,115,74,74,0,7.4
2024-02-19,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,114,89,89,0,9.1
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,157,132,132,0,14.3
2024-02-19,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,136,93,93,0,7.9
2024-02-19,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,127,93,93,0,8.2
2024-02-19,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,136,107,107,0,7.6
2024-02-19,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,124,113,113,0,8.8
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,101,62,62,0,4.5
2024-02-19,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,110,85,85,0,9.7
2024-02-19,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,121,83,83,0,7.0
2024-02-19,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,133,109,109,0,10.4
2024-02-19,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,167,145,145,0,14.0
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,75,62,62,0,6.8
2024-02-19,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,86,53,53,0,5.6
2024-02-19,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,123,98,98,0,10.1
2024-02-19,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,99,76,76,0,5.8
2024-02-19,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,162,131,131,0,11.5
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,82,68,68,0,6.0
2024-02-19,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,97,81,81,0,9.3
2024-02-19,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,136,115,115,0,12.2
2024-02-19,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,122,90,90,0,6.2
2024-02-19,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,71,48,48,0,3.7
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,107,95,95,0,7.7
2024-02-19,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,136,101,101,0,7.8
2024-02-19,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,106,83,83,0,9.0
2024-02-19,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,118,86,86,0,5.8
2024-02-19,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,156,142,142,0,13.1
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,113,86,86,0,7.7
2024-02-19,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,129,111,111,0,9.0
2024-02-19,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,145,110,110,0,12.5
2024-02-19,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,159,123,123,0,9.1
2024-02-19,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,162,149,149,0,11.5
2024-02-19,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,130,107,107,0,7.5
2024-02-19,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,105,69,69,0,7.7
2024-02-19,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,115,98,98,0,6.7
2024-02-19,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,157,123,123,0,9.3
2024-02-20,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,106,91,91,0,10.2
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,125,105,105,0,8.1
2024-02-20,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,138,102,102,0,9.2
2024-02-20,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,139,107,107,0,8.8
2024-02-20,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,136,96,96,0,7.7
2024-02-20,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,144,103,103,0,11.1
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,123,104,104,0,9.7
2024-02-20,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,98,76,76,0,5.2
2024-02-20,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,93,72,72,0,6.1
2024-02-20,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,153,129,129,0,10.3
2024-02-20,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,121,83,83,0,6.9
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,167,135,135,0,9.6
2024-02-20,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,160,119,119,0,8.7
2024-02-20,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,93,79,79,0,7.3
2024-02-20,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,134,104,104,0,8.3
2024-02-20,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,139,101,101,0,10.1
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,169,136,136,0,11.2
2024-02-20,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,104,83,83,0,8.1
2024-02-20,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,141,129,129,0,9.5
2024-02-20,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,157,115,115,0,13.7
2024-02-20,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,91,53,53,0,5.4
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,118,90,90,0,8.3
2024-02-20,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,97,55,55,0,3.9
2024-02-20,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,53,42,42,0,3.3
2024-02-20,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,127,82,82,0,5.5
2024-02-20,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,103,62,62,0,5.0
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,128,88,88,0,7.5
2024-02-20,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,126,81,81,0,9.3
2024-02-20,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,135,100,100,0,7.2
2024-02-20,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,124,102,102,0,11.5
2024-02-20,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,168,143,143,0,11.4
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,87,74,74,0,5.2
2024-02-20,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,164,122,122,0,8.7
2024-02-20,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,145,100,100,0,10.3
2024-02-20,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,129,90,90,0,6.5
2024-02-20,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,69,56,56,0,5.4
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,102,75,75,0,6.4
2024-02-20,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,95,80,80,0,7.1
2024-02-20,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,90,61,61,0,6.2
2024-02-20,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,126,113,113,0,11.7
2024-02-20,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,60,30,30,0,2.3
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,128,103,103,0,9.3
2024-02-20,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,107,74,74,0,6.2
2024-02-20,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,120,76,76,0,7.1
2024-02-20,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,114,88,88,0,7.4
2024-02-20,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,112,100,100,0,11.4
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,91,80,80,0,9.0
2024-02-20,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,158,139,139,0,14.3
2024-02-20,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,110,68,68,0,5.3
2024-02-20,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,124,100,100,0,10.2
2024-02-20,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,90,79,79,0,7.7
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,139,96,96,0,6.9
2024-02-20,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,124,105,105,0,11.5
2024-02-20,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,147,126,126,0,12.6
2024-02-20,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,130,96,96,0,10.9
2024-02-20,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,107,96,96,0,8.1
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,121,88,88,0,8.0
2024-02-20,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,93,65,65,0,6.5
2024-02-20,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,121,107,107,0,9.1
2024-02-20,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,143,123,123,0,10.1
2024-02-20,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,107,73,73,0,6.4
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,105,63,63,0,6.1
2024-02-20,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,141,120,120,0,10.1
2024-02-20,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,127,102,102,0,7.2
2024-02-20,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,113,83,83,0,7.0
2024-02-20,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,93,71,71,0,6.0
2024-02-20,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,140,106,106,0,10.7
2024-02-20,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,122,92,92,0,7.0
2024-02-20,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,161,146,146,0,11.5
2024-02-20,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,113,87,87,0,9.1
2024-02-21,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,129,103,103,0,9.3
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,130,90,90,0,6.0
2024-02-21,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,93,71,71,0,5.2
2024-02-21,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,96,65,65,0,4.9
2024-02-21,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,134,104,104,0,9.5
2024-02-21,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,126,93,93,0,10.5
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,148,119,119,0,10.0
2024-02-21,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,110,91,91,0,8.7
2024-02-21,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,83,68,68,0,8.2
2024-02-21,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,137,95,95,0,6.9
2024-02-21,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,110,90,90,0,8.6
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,93,54,54,0,3.8
2024-02-21,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,147,119,119,0,11.7
2024-02-21,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,125,102,102,0,10.7
2024-02-21,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,131,104,104,0,8.7
2024-02-21,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,136,101,101,0,12.3
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,75,60,60,0,6.1
2024-02-21,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,110,69,69,0,8.2
2024-02-21,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,143,103,103,0,12.9
2024-02-21,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,164,123,123,0,10.0
2024-02-21,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,117,104,104,0,7.1
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,142,106,106,0,8.0
2024-02-21,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,137,106,106,0,12.4
2024-02-21,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,143,123,123,0,11.7
2024-02-21,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,141,102,102,0,10.6
2024-02-21,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,136,123,123,0,9.1
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,114,91,91,0,11.0
2024-02-21,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,153,113,113,0,8.0
2024-02-21,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,106,78,78,0,7.7
2024-02-21,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,72,51,51,0,5.9
2024-02-21,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,123,84,84,0,5.9
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,93,61,61,0,6.5
2024-02-21,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,85,53,53,0,5.2
2024-02-21,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,148,107,107,0,8.1
2024-02-21,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,89,72,72,0,5.8
2024-02-21,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,126,109,109,0,9.1
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,152,131,131,0,9.2
2024-02-21,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,109,69,69,0,6.3
2024-02-21,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,111,93,93,0,7.3
2024-02-21,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,106,94,94,0,6.9
2024-02-21,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,158,131,131,0,9.4
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,104,81,81,0,7.8
2024-02-21,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,92,76,76,0,7.9
2024-02-21,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,113,95,95,0,7.7
2024-02-21,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,136,98,98,0,7.3
2024-02-21,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,114,98,98,0,8.3
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,122,87,87,0,7.9
2024-02-21,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,106,63,63,0,6.4
2024-02-21,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,161,119,119,0,8.6
2024-02-21,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,118,92,92,0,7.3
2024-02-21,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,102,87,87,0,6.2
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,131,107,107,0,8.4
2024-02-21,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,129,102,102,0,8.2
2024-02-21,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,146,117,117,0,11.6
2024-02-21,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,77,61,61,0,5.7
2024-02-21,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,124,85,85,0,7.6
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,107,86,86,0,5.9
2024-02-21,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,137,101,101,0,11.0
2024-02-21,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,134,122,122,0,11.7
2024-02-21,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,121,92,92,0,8.6
2024-02-21,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,109,78,78,0,6.3
2024-02-21,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,135,97,97,0,8.3
2024-02-21,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,84,69,69,0,6.0
2024-02-21,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,144,115,115,0,8.8
2024-02-21,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,71,51,51,0,4.4
